epoch,acc,loss,lr,val_acc,val_loss
0,0.7194375,0.963259265482,0.001,0.617875,2.06548989439
1,0.8615625,0.43581090641,0.001,0.725442380967,1.09632438912
2,0.900732302689,0.311802617048,0.001,0.868004752072,0.41503711287
3,0.914875,0.26396914885,0.001,0.9095,0.304729630848
4,0.925830881904,0.235074428464,0.001,0.885625,0.397845575679
5,0.9339375,0.201285386794,0.001,0.9070625,0.317737307229
6,0.936625,0.206615562834,0.001,0.865065966353,0.500939666316
7,0.950491331292,0.156713268204,0.001,0.920840367661,0.267477322146
8,0.9455625,0.172222922973,0.001,0.946038892015,0.178118606247
9,0.946297803096,0.161690480468,0.001,0.831488776299,0.563745431021
10,0.952375,0.149260561384,0.001,0.92221596942,0.312419843827
11,0.95355823997,0.148044810293,0.001,0.931344963388,0.303517450376
12,0.959625,0.130225451443,0.001,0.965797536389,0.110587182103
13,0.9575625,0.133905551,0.001,0.957981616957,0.141470472959
14,0.96119421669,0.124693534214,0.001,0.92440442687,0.273564006311
15,0.9626875,0.117557559514,0.001,0.964734571375,0.111656642263
16,0.960317957067,0.121069062743,0.001,0.92152816854,0.283757671489
17,0.9665625,0.1054287431,0.001,0.938535609296,0.212648067639
18,0.9628125,0.109847334484,0.001,0.965422372288,0.119422906294
19,0.981723727859,0.0525568638643,0.0002,0.989620458917,0.0349014017493
