epoch,acc,loss,lr,val_acc,val_loss
0,0.6738125,1.10360788137,0.001,0.699125,0.992415835321
1,0.8164375,0.583401241452,0.001,0.680777889004,1.527242125
2,0.85779558115,0.436219479098,0.001,0.753314157079,0.886070957239
3,0.881,0.361091478124,0.001,0.82675,0.660263609663
4,0.891594166626,0.333978557005,0.001,0.8874375,0.36547035614
5,0.900625,0.304825636432,0.001,0.861375,0.4791831429
6,0.9041875,0.292558861718,0.001,0.862243621871,0.490331900238
7,0.912499217663,0.262934724691,0.001,0.864057028544,0.474940404725
8,0.922875,0.233173483789,0.001,0.882316158079,0.427998767913
9,0.9223258434,0.238217627107,0.001,0.838794397199,0.61968178857
10,0.9280625,0.214391653569,0.001,0.833541770885,0.611588175637
11,0.958440257908,0.124176806681,0.0002,0.973486743372,0.0732504441929
12,0.9705625,0.0874021990946,0.0002,0.973861930965,0.0724423671071
13,0.970875,0.0847064110228,0.0002,0.975737868994,0.0701667823816
14,0.9746510609,0.0724911439791,0.0002,0.974924962511,0.0751069945415
15,0.9746875,0.0745127199807,0.0002,0.977551275638,0.0650104190951
16,0.974964010765,0.071402590311,0.0002,0.979364682401,0.0590993848806
17,0.9779375,0.0659191276096,0.0002,0.977051025513,0.0680715573948
18,0.976125,0.0652368694207,0.0002,0.969109554777,0.0887074141411
19,0.978281279339,0.067000449912,0.0002,0.973549274637,0.0837353277512
