epoch,acc,loss,lr,val_acc,val_loss
0,0.6605625,1.16867486572,0.001,0.538625,1.80596274853
1,0.811530765383,0.584031485718,0.001,0.745625,0.83584755975
2,0.860492746433,0.426876855424,0.001,0.796332227585,0.794083152865
3,0.881065532826,0.359588129482,0.001,0.845,0.52256196031
4,0.896323161581,0.309159055975,0.001,0.781122864121,0.826716565206
5,0.905015007534,0.28548391009,0.001,0.7766875,0.861410012618
6,0.915770385193,0.258904050847,0.001,0.8750625,0.45574330372
7,0.919022011065,0.239007607777,0.001,0.874319334043,0.413522358469
8,0.925587793897,0.225624943638,0.001,0.7985625,0.685838688374
9,0.928339169644,0.213652255264,0.001,0.876572573078,0.467551721215
10,0.930965482801,0.207617600607,0.001,0.9364375,0.216889088346
11,0.936468234177,0.185868628329,0.001,0.891719346561,0.387300818734
12,0.935530265162,0.192304191693,0.001,0.8554375,0.536862176992
13,0.945847923962,0.153000248719,0.001,0.8825625,0.436798217446
14,0.943846923492,0.166877709618,0.001,0.897477624096,0.443396475545
15,0.948411705913,0.15203697916,0.001,0.844875,0.676947836339
16,0.948849424772,0.150381005108,0.001,0.901107842524,0.38504186014
17,0.973111555838,0.0766663366189,0.0002,0.9700625,0.0997268864465
18,0.982928964482,0.0484251497141,0.0002,0.969831632972,0.103101077686
19,0.985242621311,0.0416604160304,0.0002,0.9731875,0.0946165746216
