epoch,acc,loss,lr,val_acc,val_loss
0,0.7216875,0.950439591587,0.001,0.6886875,1.21517370462
1,0.873646661235,0.403010286712,0.001,0.801888562391,0.745922742705
2,0.90525,0.304734003581,0.001,0.7415,1.01862661713
3,0.922085236892,0.247364281851,0.001,0.805953348818,0.817014446872
4,0.9255625,0.227583034759,0.001,0.9036875,0.348466783974
5,0.935352650372,0.201545076383,0.001,0.84885247955,0.520306587516
6,0.939232743012,0.190206246827,0.001,0.894315552502,0.395653213672
7,0.946125,0.169408387465,0.001,0.937125,0.216752241333
8,0.948244571037,0.160358363989,0.001,0.934713276248,0.221618921418
9,0.9540625,0.141934984955,0.001,0.9593125,0.133619784807
10,0.953751799274,0.143096971524,0.001,0.9353125,0.228846816553
11,0.956505413374,0.13692018154,0.001,0.920142580216,0.268732760419
12,0.9600625,0.127444398571,0.001,0.8733125,0.481648050945
13,0.958695788222,0.126773783195,0.001,0.951972984804,0.163265876522
14,0.96,0.121922555109,0.001,0.8893125,0.439397513755
15,0.961324238081,0.12187020722,0.001,0.970875,0.0931613317753
16,0.962888791558,0.11196170313,0.001,0.962353824056,0.127654060106
17,0.96525,0.106924268247,0.001,0.9531875,0.168607115719
18,0.96526691286,0.109722028241,0.001,0.949659183306,0.169678130496
19,0.9685,0.0945066084387,0.001,0.884059783658,0.475298534105
