epoch,acc,loss,lr,val_acc,val_loss
0,0.7476875,0.888541292161,0.001,0.722375,1.12796091849
1,0.884466140951,0.363201171492,0.001,0.762553936679,0.94031331543
2,0.9214375,0.250866211168,0.001,0.8674375,0.487477324645
3,0.929089998748,0.226301480526,0.001,0.771308861253,0.887973972224
4,0.9416875,0.179121605277,0.001,0.8566875,0.591066059925
5,0.944986856958,0.170677493197,0.001,0.9115625,0.283067034904
6,0.953936662897,0.14289516569,0.001,0.93877806266,0.207305857632
7,0.9554375,0.136939779458,0.001,0.9423125,0.192509443388
8,0.956753035424,0.135394495928,0.001,0.93396285415,0.23731970475
9,0.9605625,0.121135283828,0.001,0.934338065191,0.233305634633
10,0.963762673661,0.111390872168,0.001,0.8155625,0.790745554149
11,0.966140943783,0.108826454123,0.001,0.900318929398,0.343559172577
12,0.966625,0.108907653195,0.001,0.8853125,0.477309109379
13,0.966829390397,0.101811968942,0.001,0.918391595317,0.391606889573
14,0.985875,0.0448901804547,0.0002,0.993183665812,0.0185912791274
15,0.99017398922,0.0285790781598,0.0002,0.9933125,0.0227474230704
16,0.993365878082,0.0205075291576,0.0002,0.995247326621,0.0159270498705
17,0.9933125,0.0196487552987,0.0002,0.9941875,0.0204567350103
18,0.993803980473,0.0188810692296,0.0002,0.993809017572,0.0226615131293
19,0.9923125,0.021437641098,0.0002,0.99549746734,0.0146948780197
